id,filename,unified_role,original_titles,category_folder,file_path,word_count,source,status,labeled
clean_0316,resume_0316.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0316.txt,355,huggingface,cleaned,True
clean_0317,resume_0317.txt,Backend Developer,"Java Developer, Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0317.txt,450,huggingface,cleaned,True
clean_0318,resume_0318.txt,Backend Developer,"Java Developer, Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0318.txt,551,huggingface,cleaned,True
clean_0319,resume_0319.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0319.txt,357,huggingface,cleaned,True
clean_0320,resume_0320.txt,Backend Developer,"Java Developer, Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0320.txt,443,huggingface,cleaned,True
clean_0321,resume_0321.txt,Backend Developer,"Java Developer, Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0321.txt,528,huggingface,cleaned,True
clean_0322,resume_0322.txt,Backend Developer,"Java Developer, Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0322.txt,482,huggingface,cleaned,True
clean_0323,resume_0323.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0323.txt,378,huggingface,cleaned,True
clean_0324,resume_0324.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0324.txt,408,huggingface,cleaned,True
clean_0325,resume_0325.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0325.txt,333,huggingface,cleaned,True
clean_0326,resume_0326.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0326.txt,286,huggingface,cleaned,True
clean_0327,resume_0327.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0327.txt,450,huggingface,cleaned,True
clean_0328,resume_0328.txt,Backend Developer,"Java Developer, Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0328.txt,495,huggingface,cleaned,True
clean_0329,resume_0329.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0329.txt,420,huggingface,cleaned,True
clean_0330,resume_0330.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0330.txt,295,huggingface,cleaned,True
clean_0331,resume_0331.txt,Backend Developer,"Java Developer, Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0331.txt,427,huggingface,cleaned,True
clean_0332,resume_0332.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0332.txt,469,huggingface,cleaned,True
clean_0333,resume_0333.txt,Backend Developer,"Java Developer, Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0333.txt,541,huggingface,cleaned,True
clean_0334,resume_0334.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0334.txt,388,huggingface,cleaned,True
clean_0335,resume_0335.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0335.txt,364,huggingface,cleaned,True
clean_0336,resume_0336.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0336.txt,386,huggingface,cleaned,True
clean_0337,resume_0337.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0337.txt,395,huggingface,cleaned,True
clean_0338,resume_0338.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0338.txt,328,huggingface,cleaned,True
clean_0339,resume_0339.txt,Backend Developer,"Java Developer, Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0339.txt,517,huggingface,cleaned,True
clean_0340,resume_0340.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0340.txt,414,huggingface,cleaned,True
clean_0341,resume_0341.txt,Backend Developer,"Java Developer, Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0341.txt,543,huggingface,cleaned,True
clean_0342,resume_0342.txt,Backend Developer,"Java Developer, Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0342.txt,501,huggingface,cleaned,True
clean_0343,resume_0343.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0343.txt,414,huggingface,cleaned,True
clean_0344,resume_0344.txt,Backend Developer,"Java Developer, Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0344.txt,430,huggingface,cleaned,True
clean_0345,resume_0345.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0345.txt,415,huggingface,cleaned,True
clean_0346,resume_0346.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0346.txt,366,huggingface,cleaned,True
clean_0347,resume_0347.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0347.txt,324,huggingface,cleaned,True
clean_0348,resume_0348.txt,Backend Developer,"Java Developer, Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0348.txt,475,huggingface,cleaned,True
clean_0349,resume_0349.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0349.txt,431,huggingface,cleaned,True
clean_0350,resume_0350.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0350.txt,392,huggingface,cleaned,True
clean_0351,resume_0351.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0351.txt,289,huggingface,cleaned,True
clean_0352,resume_0352.txt,Backend Developer,"Java Developer, Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0352.txt,506,huggingface,cleaned,True
clean_0353,resume_0353.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0353.txt,393,huggingface,cleaned,True
clean_0354,resume_0354.txt,Backend Developer,"Java Developer, Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0354.txt,545,huggingface,cleaned,True
clean_0355,resume_0355.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0355.txt,339,huggingface,cleaned,True
clean_0356,resume_0356.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0356.txt,284,huggingface,cleaned,True
clean_0357,resume_0357.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0357.txt,440,huggingface,cleaned,True
clean_0358,resume_0358.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0358.txt,432,huggingface,cleaned,True
clean_0359,resume_0359.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0359.txt,350,huggingface,cleaned,True
clean_0360,resume_0360.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0360.txt,362,huggingface,cleaned,True
clean_0361,resume_0361.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0361.txt,491,huggingface,cleaned,True
clean_0362,resume_0362.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0362.txt,369,huggingface,cleaned,True
clean_0363,resume_0363.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0363.txt,452,huggingface,cleaned,True
clean_0364,resume_0364.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0364.txt,502,huggingface,cleaned,True
clean_0365,resume_0365.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0365.txt,341,huggingface,cleaned,True
clean_0366,resume_0366.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0366.txt,430,huggingface,cleaned,True
clean_0367,resume_0367.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0367.txt,466,huggingface,cleaned,True
clean_0368,resume_0368.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0368.txt,471,huggingface,cleaned,True
clean_0369,resume_0369.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0369.txt,362,huggingface,cleaned,True
clean_0370,resume_0370.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0370.txt,398,huggingface,cleaned,True
clean_0371,resume_0371.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0371.txt,452,huggingface,cleaned,True
clean_0372,resume_0372.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0372.txt,290,huggingface,cleaned,True
clean_0373,resume_0373.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0373.txt,387,huggingface,cleaned,True
clean_0374,resume_0374.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0374.txt,386,huggingface,cleaned,True
clean_0375,resume_0375.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0375.txt,358,huggingface,cleaned,True
clean_0376,resume_0376.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0376.txt,400,huggingface,cleaned,True
clean_0377,resume_0377.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0377.txt,497,huggingface,cleaned,True
clean_0378,resume_0378.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0378.txt,353,huggingface,cleaned,True
clean_0379,resume_0379.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0379.txt,457,huggingface,cleaned,True
clean_0380,resume_0380.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0380.txt,492,huggingface,cleaned,True
clean_0381,resume_0381.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0381.txt,427,huggingface,cleaned,True
clean_0382,resume_0382.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0382.txt,335,huggingface,cleaned,True
clean_0383,resume_0383.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0383.txt,420,huggingface,cleaned,True
clean_0384,resume_0384.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0384.txt,412,huggingface,cleaned,True
clean_0385,resume_0385.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0385.txt,344,huggingface,cleaned,True
clean_0386,resume_0386.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0386.txt,303,huggingface,cleaned,True
clean_0387,resume_0387.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0387.txt,356,huggingface,cleaned,True
clean_0388,resume_0388.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0388.txt,372,huggingface,cleaned,True
clean_0389,resume_0389.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0389.txt,361,huggingface,cleaned,True
clean_0390,resume_0390.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0390.txt,507,huggingface,cleaned,True
clean_0391,resume_0391.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0391.txt,479,huggingface,cleaned,True
clean_0392,resume_0392.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0392.txt,393,huggingface,cleaned,True
clean_0393,resume_0393.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0393.txt,421,huggingface,cleaned,True
clean_0394,resume_0394.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0394.txt,344,huggingface,cleaned,True
clean_0395,resume_0395.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0395.txt,498,huggingface,cleaned,True
clean_0396,resume_0396.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0396.txt,411,huggingface,cleaned,True
clean_0397,resume_0397.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0397.txt,483,huggingface,cleaned,True
clean_0398,resume_0398.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0398.txt,433,huggingface,cleaned,True
clean_0399,resume_0399.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0399.txt,426,huggingface,cleaned,True
clean_0400,resume_0400.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0400.txt,290,huggingface,cleaned,True
clean_0401,resume_0401.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0401.txt,403,huggingface,cleaned,True
clean_0402,resume_0402.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0402.txt,333,huggingface,cleaned,True
clean_0403,resume_0403.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0403.txt,383,huggingface,cleaned,True
clean_0404,resume_0404.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0404.txt,447,huggingface,cleaned,True
clean_0405,resume_0405.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0405.txt,399,huggingface,cleaned,True
clean_0406,resume_0406.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0406.txt,478,huggingface,cleaned,True
clean_0407,resume_0407.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0407.txt,431,huggingface,cleaned,True
clean_0408,resume_0408.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0408.txt,438,huggingface,cleaned,True
clean_0409,resume_0409.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0409.txt,455,huggingface,cleaned,True
clean_0410,resume_0410.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0410.txt,477,huggingface,cleaned,True
clean_0411,resume_0411.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0411.txt,322,huggingface,cleaned,True
clean_0412,resume_0412.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0412.txt,510,huggingface,cleaned,True
clean_0413,resume_0413.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0413.txt,452,huggingface,cleaned,True
clean_0414,resume_0414.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0414.txt,472,huggingface,cleaned,True
clean_0415,resume_0415.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0415.txt,361,huggingface,cleaned,True
clean_0416,resume_0416.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0416.txt,280,huggingface,cleaned,True
clean_0417,resume_0417.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0417.txt,487,huggingface,cleaned,True
clean_0418,resume_0418.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0418.txt,448,huggingface,cleaned,True
clean_0419,resume_0419.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0419.txt,282,huggingface,cleaned,True
clean_0420,resume_0420.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0420.txt,373,huggingface,cleaned,True
clean_0421,resume_0421.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0421.txt,333,huggingface,cleaned,True
clean_0422,resume_0422.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0422.txt,441,huggingface,cleaned,True
clean_0423,resume_0423.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0423.txt,454,huggingface,cleaned,True
clean_0424,resume_0424.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0424.txt,479,huggingface,cleaned,True
clean_0425,resume_0425.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0425.txt,540,huggingface,cleaned,True
clean_0426,resume_0426.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0426.txt,415,huggingface,cleaned,True
clean_0427,resume_0427.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0427.txt,314,huggingface,cleaned,True
clean_0428,resume_0428.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0428.txt,457,huggingface,cleaned,True
clean_0429,resume_0429.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0429.txt,308,huggingface,cleaned,True
clean_0430,resume_0430.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0430.txt,496,huggingface,cleaned,True
clean_0431,resume_0431.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0431.txt,488,huggingface,cleaned,True
clean_0432,resume_0432.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0432.txt,401,huggingface,cleaned,True
clean_0433,resume_0433.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0433.txt,437,huggingface,cleaned,True
clean_0434,resume_0434.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0434.txt,366,huggingface,cleaned,True
clean_0435,resume_0435.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0435.txt,336,huggingface,cleaned,True
clean_0436,resume_0436.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0436.txt,415,huggingface,cleaned,True
clean_0437,resume_0437.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0437.txt,325,huggingface,cleaned,True
clean_0438,resume_0438.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0438.txt,421,huggingface,cleaned,True
clean_0439,resume_0439.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0439.txt,543,huggingface,cleaned,True
clean_0440,resume_0440.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0440.txt,433,huggingface,cleaned,True
clean_0441,resume_0441.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0441.txt,441,huggingface,cleaned,True
clean_0442,resume_0442.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0442.txt,368,huggingface,cleaned,True
clean_0443,resume_0443.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0443.txt,480,huggingface,cleaned,True
clean_0444,resume_0444.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0444.txt,521,huggingface,cleaned,True
clean_0445,resume_0445.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0445.txt,460,huggingface,cleaned,True
clean_0446,resume_0446.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0446.txt,452,huggingface,cleaned,True
clean_0447,resume_0447.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0447.txt,541,huggingface,cleaned,True
clean_0448,resume_0448.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0448.txt,420,huggingface,cleaned,True
clean_0449,resume_0449.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0449.txt,431,huggingface,cleaned,True
clean_0450,resume_0450.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0450.txt,377,huggingface,cleaned,True
clean_0451,resume_0451.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0451.txt,274,huggingface,cleaned,True
clean_0452,resume_0452.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0452.txt,513,huggingface,cleaned,True
clean_0453,resume_0453.txt,Frontend Developer,Javascript Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0453.txt,285,huggingface,cleaned,True
clean_0454,resume_0454.txt,Frontend Developer,"Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0454.txt,370,huggingface,cleaned,True
clean_0455,resume_0455.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0455.txt,459,huggingface,cleaned,True
clean_0456,resume_0456.txt,Frontend Developer,"Javascript Developer, Javascript Developer, Javascript Developer",frontend_developer,data/collected_resumes/frontend_developer/resume_0456.txt,438,huggingface,cleaned,True
clean_0457,resume_0457.txt,Full Stack Developer,Full Stack Developer,full_stack_developer,data/collected_resumes/full_stack_developer/resume_0457.txt,417,huggingface,cleaned,True
clean_0458,resume_0458.txt,Full Stack Developer,"Full Stack Developer, Full Stack Developer",full_stack_developer,data/collected_resumes/full_stack_developer/resume_0458.txt,470,huggingface,cleaned,True
clean_0459,resume_0459.txt,Full Stack Developer,"Full Stack Developer, Full Stack Developer, Full Stack Developer",full_stack_developer,data/collected_resumes/full_stack_developer/resume_0459.txt,493,huggingface,cleaned,True
clean_0460,resume_0460.txt,Full Stack Developer,Full Stack Developer,full_stack_developer,data/collected_resumes/full_stack_developer/resume_0460.txt,410,huggingface,cleaned,True
clean_0461,resume_0461.txt,Full Stack Developer,"Full Stack Developer, Full Stack Developer",full_stack_developer,data/collected_resumes/full_stack_developer/resume_0461.txt,432,huggingface,cleaned,True
clean_0462,resume_0462.txt,Full Stack Developer,Full Stack Developer,full_stack_developer,data/collected_resumes/full_stack_developer/resume_0462.txt,340,huggingface,cleaned,True
clean_0463,resume_0463.txt,Full Stack Developer,Full Stack Developer,full_stack_developer,data/collected_resumes/full_stack_developer/resume_0463.txt,348,huggingface,cleaned,True
clean_0464,resume_0464.txt,Full Stack Developer,"Full Stack Developer, Full Stack Developer",full_stack_developer,data/collected_resumes/full_stack_developer/resume_0464.txt,358,huggingface,cleaned,True
clean_0465,resume_0465.txt,Full Stack Developer,"Full Stack Developer, Full Stack Developer",full_stack_developer,data/collected_resumes/full_stack_developer/resume_0465.txt,415,huggingface,cleaned,True
clean_0466,resume_0466.txt,Full Stack Developer,Full Stack Developer,full_stack_developer,data/collected_resumes/full_stack_developer/resume_0466.txt,391,huggingface,cleaned,True
clean_0467,resume_0467.txt,Full Stack Developer,"Full Stack Developer, Full Stack Developer, Full Stack Developer",full_stack_developer,data/collected_resumes/full_stack_developer/resume_0467.txt,507,huggingface,cleaned,True
clean_0468,resume_0468.txt,Full Stack Developer,"Full Stack Developer, Full Stack Developer, Full Stack Developer",full_stack_developer,data/collected_resumes/full_stack_developer/resume_0468.txt,472,huggingface,cleaned,True
clean_0469,resume_0469.txt,Full Stack Developer,Full Stack Developer,full_stack_developer,data/collected_resumes/full_stack_developer/resume_0469.txt,287,huggingface,cleaned,True
clean_0470,resume_0470.txt,Full Stack Developer,"Full Stack Developer, Full Stack Developer, Full Stack Developer",full_stack_developer,data/collected_resumes/full_stack_developer/resume_0470.txt,493,huggingface,cleaned,True
clean_0471,resume_0471.txt,Full Stack Developer,"Full Stack Developer, Full Stack Developer, Full Stack Developer",full_stack_developer,data/collected_resumes/full_stack_developer/resume_0471.txt,489,huggingface,cleaned,True
clean_0472,resume_0472.txt,Full Stack Developer,"Full Stack Developer, Full Stack Developer, Full Stack Developer",full_stack_developer,data/collected_resumes/full_stack_developer/resume_0472.txt,437,huggingface,cleaned,True
clean_0473,resume_0473.txt,Full Stack Developer,Full Stack Developer,full_stack_developer,data/collected_resumes/full_stack_developer/resume_0473.txt,354,huggingface,cleaned,True
clean_0474,resume_0474.txt,Full Stack Developer,"Full Stack Developer, Full Stack Developer, Full Stack Developer",full_stack_developer,data/collected_resumes/full_stack_developer/resume_0474.txt,453,huggingface,cleaned,True
clean_0475,resume_0475.txt,Full Stack Developer,Full Stack Developer,full_stack_developer,data/collected_resumes/full_stack_developer/resume_0475.txt,343,huggingface,cleaned,True
clean_0476,resume_0476.txt,Full Stack Developer,"Full Stack Developer, Full Stack Developer, Full Stack Developer",full_stack_developer,data/collected_resumes/full_stack_developer/resume_0476.txt,555,huggingface,cleaned,True
clean_0477,resume_0477.txt,Full Stack Developer,Full Stack Developer,full_stack_developer,data/collected_resumes/full_stack_developer/resume_0477.txt,366,huggingface,cleaned,True
clean_0478,resume_0478.txt,Full Stack Developer,Full Stack Developer,full_stack_developer,data/collected_resumes/full_stack_developer/resume_0478.txt,285,huggingface,cleaned,True
